"X1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_picth_belt","skewness_roll_belt","skewness_roll_belt.1","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","skewness_pitch_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
14955,"adelmo",1322832903,980320,"02/12/2011 13:35",572,125,-42.2,166,18,"-1.537500","-0.479307","-0.733570",167,18,"-0.3",165,17,"-0.3",2,0.2,124.3,0.5,0.2,-42.2,0.3,0.1,165.7,0.5,0.25,0.06,0.11,-0.18,48,43,-160,163,603,-307,-64.7,-69.5,45.6,31,54.5017,-17.7705,20.6311,425.6423,-36.1914,22.5877,510.2023,-6.6371,24.6472,607.4844,-0.22,-0.5,0.62,152,-126,-229,717,-54,-231,-1.59257,"-0.37161","-0.30372",-0.20634,"1.05955","1.13025",-9,45.6,31,-69.5,-27.4,9,60.48,73,22,73.1,-17.5,-80.9,1.2218,-14.6,-70.8,-0.2,-30.9,-84.3,-0.2,16.32,13.54,0,20,1.5192,72.8034,3.4257,11.7352,-21.8059,3.665,13.4322,-79.4522,3.0055,9.033,0.06,-0.05,-0.11,-34,130,-141,-467,407,32,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",48,5.37979,0,0,0,0,0,0,0,0,0,1.06,0.63,0.67,-220,413,2,-602,717,723,"D"
15042,"adelmo",1322832908,972488,"02/12/2011 13:35",576,125,-42,166,18,"2.777851","#DIV/0!","-2.156553",166,18,"#DIV/0!",166,17,"#DIV/0!",0,0.1,124.8,0.4,0.1,-42,0.1,0,166,0,0,0.1,0.11,-0.18,46,47,-159,153,601,-309,-42.1,-62.7,13.6,24,45.0864,-33.413,19.8546,394.2062,-52.4651,14.0267,196.749,1.1695,23.1984,538.1641,0.95,-0.66,0.94,147,-106,-144,763,-37,-65,-0.32342,"-1.48785","-1.59006",0.98773,"-0.42185","-0.27537",-20.4,27.3,28,-65.2,-36.5,9,44.8,63.8,19,67.6,-21.2,-85,0.2879,-18,-79.4,0.1,-27.8,-91.2,0.1,9.74,11.75,0,19,0.6102,65.2113,3.2028,10.2576,-23.4587,2.2263,4.9562,-86.2827,3.0348,9.2098,0.1,-0.14,-0.2,-40,119,-143,-507,359,28,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",49,11.4773,0,0,0,0,0,0,0,0,0,0.87,1.98,1.51,-274,397,5,-660,593,639,"D"
15060,"adelmo",1322832909,998669,"02/12/2011 13:35",577,124,-41.7,166,17,"-1.360668","#DIV/0!","-0.835375",166,18,"#DIV/0!",166,17,"#DIV/0!",0,0.2,124.3,0.4,0.2,-41.8,0.1,0,166,0,0,0.13,0.11,-0.15,53,41,-154,154,611,-303,-11.3,-0.72,-46.5,15,23.2323,-19.6438,8.8732,78.734,-27.3602,21.8152,475.9016,-23.1992,18.9495,359.0832,0.51,-0.58,0.84,-115,-60,66,218,155,609,-1.43992,"-1.23982","-0.17321",-0.33788,"0.47168","0.66843",-0.7,12.1,24,-62.3,-46.5,6,61.58,58.6,18,56.9,-27.9,-92.1,-0.436,-21.2,-84.8,-0.3,-33.3,-97.1,-0.3,12.12,12.33,0,17,0.8825,60.5987,3.963,15.7056,-26.4713,2.9496,8.7004,-89.2263,2.9741,8.8453,0.13,0.05,-0.11,-46,90,-133,-539,298,54,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",47,10.31871,0,0,0,0,0,0,0,0,0,1.2,-1.36,-0.03,-238,392,-11,-624,647,615,"D"
15099,"adelmo",1322832911,984281,"02/12/2011 13:35",579,124,-41.3,165,17,"-1.932380","0.198507","0.402580",166,18,"-2.1",165,17,"-2.1",1,0.2,124.2,0.4,0.2,-41.6,0.2,0,165.5,0.5,0.25,0.08,0.13,-0.16,44,45,-151,161,603,-296,-23.6,-30.3,-24,7,34.6951,-44.869,10.647,113.3588,-53.9833,8.6245,74.3814,7.49,14.5595,211.9778,2.15,-0.96,1.21,12,-59,40,603,78,371,1.12699,"-0.67382","-0.34287",1.49319,"-0.72510","-0.97069",-30.3,23.8,27,-60.7,-24,7,30.4,47.8,20,71.9,-20.1,-81.2,-0.5604,-16.7,-75,-0.6,-24.6,-84.2,-0.6,7.84,9.16,0,18,0.2631,74.4899,2.9274,8.5696,-20.1916,2.0228,4.0916,-78.5198,2.3616,5.5773,0.13,-0.1,-0.1,-36,119,-131,-494,355,68,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",48,14.88792,0,0,0,0,0,0,0,0,0,1.11,1.04,0.75,-147,442,-11,-447,768,582,"D"
15123,"adelmo",1322832912,992287,"02/12/2011 13:35",580,129,-49.6,169,19,"-1.116180","0.282199","0.282094",169,20,"-1.3",162,16,"-1.3",7,1.3,126.8,1.3,1.7,-45.3,3,9.1,165.3,2.6,6.52,0.05,0.03,-0.11,49,75,-165,189,593,-364,-19.7,-34.2,-31.9,10,1.9833,-16.183,2.0587,4.2384,-16.4085,6.5114,42.3986,-39.9745,5.1731,26.7606,-2.22,0.02,0.59,24,-84,51,614,36,356,0.28312,"0.30064","0.80258",-1.12408,"1.09287","-0.73941",-10.4,-25.9,13,-34.2,-45.1,7,23.8,19.2,6,57.2,-30.2,-90.5,1.1533,-18.9,-77.8,0.8,-34.4,-94,0.8,15.51,16.2,0,18,0.3006,60.6877,5.3923,29.0768,-27.5121,2.9862,8.9176,-88.5655,4.053,16.4264,0.11,0.18,-0.02,-51,93,-135,-530,307,56,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",42,17.49029,0,0,0,0,0,0,0,0,0,1.03,-0.9,0.11,-337,237,0,-698,206,519,"D"
15254,"adelmo",1322832898,996300,"02/12/2011 13:34",609,124,-41.9,166,17,"45.000000","0.422463","6.708204",166,18,"-1.9",165,17,"-1.9",1,0,124,0,0,-41.8,0.1,0,165.4,0.5,0.25,0.11,0.11,-0.13,47,42,-154,163,621,-297,-16.9,14.8,-76.3,19,8.2556,-16.1756,0.3331,0.111,35.2489,6.8979,47.5816,-92.2667,5.2833,27.9132,-1.72,0.02,0.15,-172,-49,44,34,207,640,1.87998,"2.38603","3.17504",-1.69764,"1.85749","-1.87415",41.3,-76.3,32,14.8,-96.3,19,26.5,20,13,30.7,-29.6,-113.7,0.7747,-23.5,-98.1,-0.5,-37.1,-120.4,-0.5,13.57,22.36,0,18,0.5253,33.2758,7.4624,55.6868,-28.5963,3.4832,12.1329,-112.0264,5.5726,31.0537,-0.43,0.47,0.9,-52,54,-162,-603,171,23,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",47,28.20404,0,0,0,0,0,0,0,0,0,1.33,-2.01,-0.03,19,462,-27,-296,809,641,"D"
15322,"charles",1322837904,980307,"02/12/2011 14:58",733,119,14.9,3.53,18,"0.807453","-0.885097","1.658711",5,19,"-0.4",3.5,18,"-0.4",1.46,0.2,120.2,0.5,0.2,14.4,0.3,0.1,4.5,0.5,0.2,0,0.14,-0.2,-13,62,-166,28,599,-328,-39.6,-21.9,-27.4,8,14.6354,-45.0923,2.6543,7.0455,-28.0692,2.9532,8.7214,-11.6092,6.3918,40.855,2.09,-1.25,1.03,23,-72,-5,609,89,331,-0.84407,"0.39062","-0.13810",0.56046,"-1.13359","-0.71516",-21.9,-5.3,21,-31.6,-27.4,8,9.7,22.09,13,-107.5,-44,21.4,1.0623,-44,21.4,-2.2,-44,21.4,-2.2,0,0,0,7,0,-107.4901,0,0,-43.9609,0,0,21.4432,0,0,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,-24.8,49.4,-118,"-0.2629","-1.2971","#DIV/0!","-1.1041","-0.1777","#DIV/0!",50.7,-40.8,"-0.3",27.4,-118,"-0.3",23.3,77.2,"0.00",36,41.29846,10.62846,20.95702,439.19653,44.55,7.83164,61.3346,-76.73077,24.62743,606.51022,0.21,-1.4,-0.16,-355,39,18,-678,426,519,"D"
15340,"charles",1322837905,992346,"02/12/2011 14:58",734,119,14.4,3.61,17,"-0.876067","0.406306","-0.474415",4.3,18,"-1.3",3.1,16,"-1.3",1.17,0.3,118.9,0.3,0.1,14.8,0.4,0.1,3.6,0.4,0.16,0.13,0.13,-0.16,-20,62,-158,28,606,-323,-41.7,28.6,-99.2,29,67.4846,-36.6675,3.4635,11.9961,9.755,15.2416,232.3061,-69.035,21.3256,454.7823,0.64,-0.59,0.85,-276,-51,-2,-339,297,588,-1.14785,"-1.21489","-1.45228",-0.44515,"0.24765","-0.35002",28.6,-29.8,29,-20.3,-99.2,6,48.9,69.4,23,-101.5,23.8,-49.1,-1.118,87,35.7,0.6,-149.6,-102,0.6,236.55,137.66,0,2,4.2846,-71.3873,45.0956,2033.6109,-46.5945,54.6671,2988.4961,-7.2136,47.5745,2263.3332,-0.06,0,-0.05,5,-18,-10,-475,395,-10,-23.5,50.1,-110,"-1.2611","-0.2718","#DIV/0!","0.2761","0.8046","#DIV/0!",50.1,-110,"-1.3",38.1,-144,"-1.3",12,34,"0.00",36,7.99936,-40.455,7.42338,55.10664,43.375,3.78145,14.29936,-133.425,9.45675,89.43013,-0.58,1.69,-0.25,-355,37,12,-684,447,558,"D"
15434,"charles",1322837910,980343,"02/12/2011 14:58",738,119,15.9,-0.45,18,"0.961382","0.594172","-1.708728",0.4,18,"-1.2",-0.5,17,"-1.2",0.88,0.2,118.6,0.5,0.2,16,0.3,0.1,-0.1,0.3,0.09,0.05,0.11,-0.16,-22,63,-161,23,600,-319,-35.2,18.7,-81.2,24,27.7394,-38.3273,7.0916,50.2904,-5.478,15.0489,226.4707,-44.6727,21.5519,464.4844,1.22,-1.06,0.87,-228,-42,40,-102,277,612,-1.45755,"-1.28609","-0.88870",0.17984,"-0.08697","0.29512",18.7,-12.5,24,-25.2,-81.2,6,43.9,68.7,18,148.8,3.7,-7.4,-0.9277,61.6,16.5,0.9,0,-42.1,0.9,61.63,58.56,0,3,0.4799,112.2427,22.4914,505.8635,37.7674,14.7852,218.6031,-4.3322,15.7488,248.0254,0,-0.18,-0.05,1,27,-2,-424,467,-45,-21.5,53.9,-103,"-1.4917","-0.4722","#DIV/0!","0.2672","0.7843","#DIV/0!",53.9,-95.6,"-1.5",47.2,-133,"-1.5",6.7,37.4,"0.00",31,16.38214,-35.08182,8.69157,75.54338,49.93864,2.21351,4.89964,-120.99545,10.54051,111.1023,-0.31,1.03,0.13,-303,23,26,-669,498,571,"D"
15467,"charles",1322837912,984277,"02/12/2011 14:58",739,118,16.2,-1.03,18,"-1.180556","-0.024325","-0.931315",-0.6,18,"-1.2",-1.6,17,"-1.2",0.99,0.2,118,0,0,16.4,0.2,0.1,-1.1,0.3,0.08,0.08,0.11,-0.15,-23,63,-160,27,602,-328,-33.8,-8.13,-42.8,8,8.1067,-35.8588,4.7788,22.8365,-17.0063,7.2062,51.93,-30.2059,10.2066,104.1746,1.81,-1.03,1.03,-45,-65,20,471,158,473,-1.31319,"-0.52131","-1.15719",0.38042,"-0.65300","0.07556",-2.3,-17.9,15,-25.1,-54.8,5,22.83,36.9,10,101.9,21.5,-50,-1.3446,82.1,-13.8,3.7,13.2,-110.1,3.7,68.85,96.29,0,2,0.3271,98.9893,23.9758,574.8375,34.3904,13.0596,170.5521,-40.5798,21.3791,457.0648,-0.14,-0.08,0.21,4,16,-9,-415,461,-34,-43.1,43.7,-130,"-0.6273","-1.6260","#DIV/0!","-0.9571","0.0138","#DIV/0!",51.7,-17.6,"-0.6",15.6,-130,"-0.6",36.1,112.4,"0.00",44,104.29176,5.49902,34.49483,1189.89351,40.51765,12.15996,147.86468,-74.10588,41.32613,1707.84896,-0.02,-0.1,-0.08,-422,-55,28,-692,270,475,"D"
15547,"charles",1322837922,984390,"02/12/2011 14:58",753,119,15.8,-0.72,18,"5.791962","-0.219507","-2.749860",-0.7,18,"-1.4",-2,17,"-1.4",1.29,0.1,118.5,0.5,0.3,16.1,0.2,0,-1.4,0.4,0.17,0.13,0.11,-0.16,-21,63,-165,23,592,-343,-46,-22.7,-23.3,10,45.1412,-60.482,7.3326,53.7672,-27.824,2.7587,7.6104,6.8732,14.1478,200.1599,1.78,-1.04,0.84,65,-77,-9,670,63,255,-0.60241,"-0.92761","-1.16690",0.51086,"-0.47328","-0.37888",-21.3,24.4,32,-31.8,-23.3,10,10.5,47.7,22,57.6,89.2,-31.7,-0.8394,108.6,50.8,-0.4,-8.7,-40.5,-0.4,117.32,91.33,0,1,0.1751,108.3957,23.3664,545.9896,38.3324,27.6593,765.0392,13.4973,20.2834,411.4169,0.19,0.19,-0.02,10,7,-4,-376,498,-51,-59.9,55,-132,"-0.9169","1.2189","#DIV/0!","0.4320","1.2880","#DIV/0!",55,-132,"-0.9",12.8,-162,"-0.9",42.2,30,"0.00",41,11.66367,-74.904,4.93616,24.3657,28.55,12.35569,152.66296,-155.06,7.61419,57.97592,-0.45,1.94,0.31,-396,-56,35,-684,182,464,"D"
15562,"charles",1322837921,948312,"02/12/2011 14:58",754,118,16.3,-1.77,18,"#DIV/0!","-1.160438","#DIV/0!",-1.7,18,"-0.1",-2.6,18,"-0.1",0.89,0,118.9,0.3,0.1,16.1,0.1,0,-1.9,0.3,0.08,0.06,0.11,-0.18,-19,62,-161,21,600,-331,-47.4,-20,-12.3,14,2.6183,-40.6056,2.5576,6.5411,-6.0933,5.9764,35.7168,-39.4778,11.9185,142.0509,-1.61,0.1,0.56,71,-100,-51,704,19,154,-0.18038,"-0.40413","-0.82208",-0.98539,"0.90111","0.37110",0.1,-12.3,14,-20,-51.4,8,20.05,39.1,6,131.9,6.1,24.5,0.549,41.5,24.5,-2,0,-22.4,-2,41.53,46.83,0,2,2.7683,110.1111,36.4518,1328.7352,24.893,19.0051,361.1948,-5.459,20.4085,416.5058,-0.02,0.22,0.11,1,16,4,-401,476,-29,-66.9,45,-147,"1.6760","-1.4446","#DIV/0!","-1.5555","-0.4152","#DIV/0!",68.1,-53.1,"1.7",45,-147,"1.7",23.1,93.9,"0.00",45,10.05397,-14.82028,32.97021,1087.03504,62.11111,6.10399,37.25873,-90.57778,34.57543,1195.46063,-0.18,-1.49,-0.51,-425,-106,-14,-631,1,290,"D"
15590,"charles",1322837916,992300,"02/12/2011 14:58",755,118,16.4,-2.09,18,"14.810763","-0.190367","-4.034002",-1.2,18,"-1.3",-2.1,17,"-1.3",0.95,0.1,118.2,0.4,0.1,16.2,0.2,0,-1.6,0.3,0.08,0.1,0.11,-0.15,-20,62,-159,28,604,-318,-34.5,2.48,-46.9,11,28.6451,-43.6509,5.0407,25.4088,28.0916,10.5064,110.3846,-82.5018,16.3249,266.5039,-1.69,0.03,0.57,-69,-75,18,438,134,493,-0.1525,"-0.75946","0.83883",-0.87134,"0.47672","-1.21673",39.7,-46.9,31,2.5,-104,11,37.22,57.1,20,109.2,41.5,-22.4,3.7687,52.9,43.6,5.1,23.1,-32,5.1,29.77,75.64,0,5,0.3616,109.9089,6.2674,39.2803,41.5191,5.2241,27.2913,-18.4184,10.7882,116.3843,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-9.18,57.1,-87.3,"-0.6788","-1.6790","#DIV/0!","-0.9475","-0.1513","#DIV/0!",57.1,-68,"-0.7",14.2,-161,"-0.7",42.9,93,"0.00",34,39.20067,-29.57145,29.68483,881.18923,43.84182,14.04127,197.15729,-111.99455,35.5959,1267.06793,0.32,-1.14,-0.21,-314,94,30,-658,564,605,"D"
15609,"charles",1322837913,944302,"02/12/2011 14:58",756,118,16.3,-1.82,18,"43.000000","0.384520","-6.557439",-1.1,18,"-1.0",-2.3,17,"-1.0",1.22,0,118,0,0,16.6,0.2,0,-1.8,0.4,0.12,0.11,0.13,-0.2,-20,61,-160,23,599,-332,-42.6,34.2,-100,29,55.7896,-38.486,3.6862,13.5879,20.8286,13.4385,180.5936,-80.393,20.2983,412.0207,-0.48,-0.21,0.44,-286,-40,-10,-353,313,566,-1.02267,"-1.39298","-0.82809",-0.59547,"0.35176","-0.80773",35.2,-44.5,31,-6.2,-103,9,41.41,58.5,22,110.2,46.2,7.4,0.0901,72,31.1,-0.3,-14,-87.3,-0.3,85.96,118.4,0,1,0.2447,106.9498,16.1563,261.027,26.493,19.8761,395.0596,-28.8134,28.3383,803.0589,-0.08,0.11,0.03,6,12,1,-435,442,-28,29.1,40.9,-46.1,"-1.0302","-0.7712","#DIV/0!","0.4875","0.8603","#DIV/0!",51.6,-46.1,"-1.0",40.9,-134,"-1.0",10.7,87.9,"0.00",25,78.51495,-25.84512,23.80483,566.66975,45.38605,3.38249,11.44123,-108.00698,29.34417,861.08019,-0.13,2.38,0.94,-186,163,2,-408,764,620,"D"
15631,"charles",1322837911,992363,"02/12/2011 14:58",757,118,15.9,-0.51,18,"#DIV/0!","-0.034201","#DIV/0!",-0.4,18,"-1.5",-1.1,18,"-1.5",0.73,0,118.5,0.5,0.3,16,0.1,0,-0.8,0.2,0.06,0.08,0.11,-0.18,-22,63,-162,25,601,-331,-30.3,-0.84,-56.9,11,21.5455,-36.4756,3.5227,12.4096,19.3176,7.9988,63.9813,-84.64,11.3315,128.402,-1.75,0.31,0.87,-93,-40,45,349,219,527,0.26996,"-0.02967","1.20324",-1.18365,"1.03065","-1.39524",26.8,-56.9,29,-0.8,-96.1,11,27.64,39.2,18,104.7,3.3,-52.3,-1.0935,60.2,22.4,-0.5,-13.9,-138.5,-0.5,74.1,160.94,0,3,0.401,105.7935,28.9378,837.3976,26.3565,18.1955,331.0745,-27.5402,39.4909,1559.5286,0.43,0.1,-0.23,1,26,-15,-422,467,-29,48.1,15.4,-17.4,"-1.3645","-0.7249","#DIV/0!","-0.2022","-0.7632","#DIV/0!",55.6,-17.3,"-1.4",15.4,-101,"-1.4",40.2,83.7,"0.00",14,68.03737,29.17867,21.5215,463.17507,37.67778,14.03487,196.97768,-44.81556,26.28082,690.68134,0,0.21,-0.15,-59,120,2,-26,677,478,"D"
15765,"eurico",1322489695,990706,"28/11/2011 14:14",798,-6.76,0.38,-84.2,3,"-1.084403","0.863672","-0.261733",-82.1,11,"-0.3",-87.1,2,"-0.3",5,6.8,-18.8,5.5,30,-2.5,1.4,1.8,-85.5,1.4,2.1,0.05,0.35,1.2,-15,-10,28,53,579,-410,97,-31.8,5.64,19,133.6097,99.0043,20.2905,411.7058,-28.2402,10.6771,113.9999,5.0578,53.1824,2828.3659,4.42,-1.35,0.23,46,118,-138,738,-40,32,1.47042,"-1.10619","-0.95955",1.47109,"0.55646","0.32288",2,106,51,-39.8,-55.7,13,41.81,161.7,38,23.5,-39.8,110.2,1.6457,68.5,123.1,1.4,-51.5,65.7,1.4,119.97,57.39,0,3,28.5662,55.1974,15.6197,243.974,31.3869,27.628,763.3068,84.0174,11.1332,123.9471,1.83,-0.63,-0.8,-10,6,23,-501,193,246,-178,15.3,-2.43,"-0.5961","-0.5567","#DIV/0!","-0.3150","0.6616","#DIV/0!",16.8,59.7,"-0.6",9.8,-84.4,"-0.6",7.02,144.1,"0.00",30,51.19807,45.19565,173.28559,30027.8942,13.88652,1.76141,3.10258,-32.85304,41.56467,1727.62157,-0.29,-4.48,-0.94,102,225,162,444,-252,-86,"D"
15823,"eurico",1322489691,982683,"28/11/2011 14:14",800,6.86,-0.62,-81,3,"-1.249495","1.030001","-0.465953",-81,11,"0.3",-87.7,1,"0.3",6.7,11,-17.3,9.9,97.8,-1.6,1.1,1.2,-85.8,1.8,3.34,-0.16,0.31,1.2,20,18,-18,92,476,-528,72.2,-3.23,90.1,27,24.4717,80.0019,11.4148,130.2967,-32.0873,12.4775,155.6883,41.4348,28.0708,787.9709,2.14,-0.69,0.28,-176,194,-18,-64,275,615,-0.46922,"-1.33878","-1.14546",0.86363,"0.04070","0.38897",-3.2,90.1,30,-44.2,1.1,14,40.97,88.97,16,-34.1,-57.9,-87.5,-1.16,94.3,83.9,1.1,-113,-107.3,1.1,207.33,191.25,0,12,4.2153,57.7216,43.4309,1886.245,14.1299,47.991,2303.136,33.199,62.7622,3939.0922,1.38,-0.69,-0.43,-67,-41,-94,-571,155,159,176,16.3,-20.9,"-0.1630","-1.2452","#DIV/0!","-0.5624","0.5196","#DIV/0!",16.3,113,"-0.2",4.1,-76.6,"-0.2",12.2,189.6,"0.00",24,82.98492,32.05769,173.08237,29957.50641,10.45519,3.17705,10.09365,-4.02442,63.89076,4082.02888,-0.05,-5.06,-0.54,129,97,171,478,-518,-29,"D"
15848,"eurico",1322489690,966659,"28/11/2011 14:14",801,-14.9,-2.86,-83.8,6,"-1.047780","-0.859667","0.263059",-77.9,6,"-0.7",-83.8,1,"-0.7",5.9,2.3,3.1,10,100.4,-3.6,0.7,0.5,-79.7,1.9,3.67,-0.1,-0.19,-0.94,-17,-3,52,19,625,-321,65.9,-18,78.1,20,10.5273,71.6476,4.234,17.9265,7.8024,9.9295,98.5954,107.381,13.0047,169.1226,-3.18,0.71,-0.34,-114,157,-5,270,148,582,0.43458,"-0.81624","1.89498",-1.17325,"-0.54934","-1.47191",17.1,123,34,-18,78.1,20,35.1,44.9,14,51.2,47.1,83.9,-0.4008,47.1,83.9,-1.9,-43.8,-112.9,-1.9,90.86,196.84,0,6,6.6858,42.822,31.2313,975.3923,4.4254,40.3019,1624.2427,-0.7274,93.6523,8770.747,1.48,-1.04,-0.15,25,27,41,-385,293,308,-176,3.93,116,"-1.7522","-1.3131","#DIV/0!","-0.0274","-0.4597","#DIV/0!",22,123,"-1.8",1.1,-28.6,"-1.8",20.95,151.6,"0.00",42,50.40418,-150.88095,92.33455,8525.66841,11.54333,8.04547,64.7296,67.9819,52.01849,2705.92295,-0.31,1.72,0.57,-87,347,195,-782,1220,-577,"D"
15900,"pedro",1323095054,980380,"05/12/2011 14:24",826,119,25.3,-6.69,18,"0.569370","-0.183859","-0.236331",-5,20,"-1.8",-7,18,"-1.8",1.95,0.3,120.1,0.9,0.8,25.5,0.2,0,-5.9,0.8,0.59,-0.39,-0.03,-0.43,-38,70,-162,14,589,-347,-2.85,44.8,-32.9,30,34.8101,11.3198,8.7817,77.1178,17.073,25.5281,651.6836,-25.6217,5.152,26.5426,-0.02,-0.1,-0.07,250,-2,151,398,228,510,-1.48357,"-1.58159","-1.27371",-0.34856,"-0.25577","0.40269",44.9,-19.4,49,-23.1,-33.1,30,68,13.7,19,-53.2,7.8,103.2,-0.6383,26.7,136.4,-0.4,7.8,100.7,-0.4,18.92,35.68,0,8,1.7971,-29.8295,9.4774,89.8202,16.4435,4.3703,19.0999,122.0263,7.6112,57.9296,0.85,-0.27,-0.08,6,-39,66,436,-593,-133,138,43.1,128,"-1.2669","-1.2513","#DIV/0!","-0.2092","0.8258","#DIV/0!",60.1,175,"-1.3",33.4,-179,"-1.3",26.7,354,"0.00",39,18.34058,-40.34783,149.27175,22282.05411,47.96957,8.71318,75.9195,-45.82609,130.52702,17037.30242,0.08,0.96,0.25,-198,284,-166,-681,477,530,"D"
15937,"pedro",1323095047,972299,"05/12/2011 14:24",828,121,25.5,-6.17,19,"0.815523","0.821880","0.120301",-5.6,20,"-0.8",-6.3,18,"-0.8",0.77,0.3,121.2,0.4,0.2,25.5,0.2,0.1,-6,0.2,0.06,-0.43,-0.02,-0.43,-40,73,-169,5,582,-369,104,27.4,47.7,29,10.996,104.1063,1.8914,3.5774,22.4031,4.3485,18.9093,33.9606,16.1861,261.9914,-0.24,-0.11,0.08,235,9,157,357,239,533,0.01619,"-0.57169","-0.37212",-0.96229,"-0.92784","0.33976",27.4,47.8,39,12,-1,27,15.4,48.82,12,26,33.9,113.7,-0.6414,43.6,135,2.1,17.2,111.1,2.1,26.44,23.88,0,7,1.7419,-7.1249,10.5733,111.7953,29.7216,4.7819,22.8662,124.7478,5.5848,31.1904,0.64,-0.08,-0.25,22,17,60,487,-566,-148,-155,46.6,-128,"-1.3805","-2.0100","#DIV/0!","0.1470","0.2369","#DIV/0!",53.1,176,"-1.4",41.6,-180,"-1.4",11.5,356,"0.00",30,10.30645,-0.71875,161.1037,25954.40222,47.34688,3.80051,14.44386,-11.5,149.56259,22368.96774,0.31,2.09,0.95,-162,-89,-232,-410,-385,151,"D"
